Car,Model,Volume,Weight,CO2
Kia,Sportage 2.0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x4 T/A Motor Otto,2000,1474,209
Kia,Sportage 2.0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/A Motor Otto,2000,1474,209
Fiat,Linea Dynamic 1.4 Lts. DOHC Sedan 4P. T/M Motor Otto,1400,1814,157
Renault,Latitud 2.0 Lts. DOHC Sedan 4P. T/M Motor Otto,2000,1588,197
Fiat,Linea Active 1.4 Lts. SOHC Sedan 4P. T/M Motor Otto,1400,1814,148
Renault,Latitud 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1588,247
Renault,Fluence 2.0 Lts. DOHC Sedan 4P. T/M Motor Otto,2000,1247,183
Renault,Megane III 2.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,2000,1814,183
Jaguar,XK 5.0 Lts. V8 DOHC Coupe 2P. T/A Motor Otto,5000,1247,264
Jaguar,XK 5.0 Lts. V8 DOHC Cabriolet 2P. T/A Motor Otto,5000,1247,264
Renault,Fluence 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1247,192
Renault,Megane 2.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,2000,1814,192
Fiat,Punto Evo 1.4 Lts. 16v SOHC Hatch Back 3P. T/M Motor Otto,1400,1474,159
Fiat,Punto Evo 1.4 Lts. 16v SOHC Hatch Back 5P. T/M Motor Otto,1400,1474,159
BMW,X1 sDrive 18iA 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Otto,2000,1701,195
Jac,J6 (B-Cross) 1.8 Lts. DOHC Station Wagon 5P. T/M Motor Otto,1800,1588,209
Jaguar,XF 5.0 Lts. V8 DOHC Sedan 4P. T/A Motor Otto,5000,1247,264
Peugeot,RCZ 1.6 Lts. DOHC Coupe 2P. T/A Motor Otto,1600,1474,174
Peugeot,RCZ Premier 1.6 Lts. DOHC Coupe 2P. T/A Motor Otto,1600,1474,174
Citroen,C3 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1474,166
Maserati,Grancabrio 4.7 Lts. V8 DOHC Coupe (Convertible) 2P. T/A Motor Otto,4700,1247,332
Maserati,Grancabrio Sport 4.7 Lts. V8 DOHC Coupe (Convertible) 2P. T/A Motor Otto,4700,1247,332
Suzuki,Jimny 1.3 Lts. DOHC Station Wagon Tipo Jeep 3P. 4WD T/M Motor Otto,1300,1588,173
M. Benz,SLS AMG 6.2 Lts. DOHC Coupe 2P. T/A Motor Otto,6200,1474,311
M. Benz,SLS AMG 6.2 Lts. DOHC Roadster 2P. T/A Motor Otto,6200,1474,311
Volkswagen,Golf GTI 2.0 Lts. T-FSI DOHC Hatch Back 3P. T/A Motor CCZ Otto,2000,1247,173
Volkswagen,Golf GTI 2.0 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CCZ Otto,2000,1247,173
Porsche,Panamera V6 3.6 Lts. DOHC Sedan 4P. T/A Motor Otto,3600,1474,216
Mini,Cooper S 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto ,1600,1644,146
Mini,Cooper S 1.6 Lts. DOHC Cabrio 2P. T/M Motor Otto ,1600,1644,146
Mini,Cooper S Clubman 1.6 Lts. DOHC Station Wagon 5P. T/M Motor Otto ,1600,1644,146
Mini,Cooper S 1.6 Lts. DOHC Roadster (Cabriolet) 2P. T/M Motor Otto ,1600,1644,146
Jac,J3 Turin VVT 1.3 Lts. DOHC Sedan 4P. T/M Motor Otto,1300,1588,177
Jac,J3 VVT 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1588,177
Suzuki,Alto K10 1.0 Lts. DOHC Hatch Back 5P. T/M motor Otto,1000,1474,126
Chevrolet,Sail 1.4 Lts. DOHC Sedan 4P.  T/M Motor Otto,1400,1474,148
Chevrolet,Sail 1.4 Lts. DOHC Hatch Back 3P.  T/M Motor Otto,1400,1474,148
Chevrolet,Sail 1.4 Lts. DOHC Hatch Back 5P.  T/M Motor Otto,1400,1474,148
Jaguar,XL 5.0 Lts. V8 DOHC Sedan 4P. T/A Motor Otto,5000,1247,264
Jaguar,XJ 5.0 Lts. V8 SC DOHC Sedan 4P. T/A Motor Otto,5000,1247,289
Great Wall,Haval H3 2.0 Lts. SOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/M Motor Otto,2000,1247,226
Great Wall,Haval H3 2.0 Lts. SOHC Station Wagon (Tipo Jeep) 5P. 4x4 T/M Motor Otto,2000,1247,226
Suzuki,Grand Nomade 2.4 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto,2400,1247,225
Suzuki,Grand Vitara 2.4 Lts. DOHC Station Wagon 3P. 4x4 T/A Motor Otto,2400,1247,214
Suzuki,Grand Nomade 2.4 Lts. DOHC Station Wagon 5P. 4x2 T/A Motor Otto,2400,1247,225
Great Wall,Haval H5 2.4 Lts. SOHC Station Wagon (Tipo Jeep) 5P. 4x4 T/M Motor Otto,2400,1247,262
Great Wall,Haval H5 2.4 Lts. SOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/M Motor Otto,2400,1247,262
Suzuki,Grand Nomade 2.4 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Otto,2400,1247,219
Suzuki,Grand Vitara 2.4 Lts. DOHC Station Wagon 3P. 4x4 T/M Motor Otto,2400,1247,219
Suzuki,Grand Nomade 2.4 Lts. DOHC Station Wagon 5P. 4x2 T/M Motor Otto,2400,1247,219
M. Benz,E 250 CGI 1.8 Lts. DOHC Cabriolet 2P. T/A Motor Otto,1800,1134,197
M. Benz,E 250 CGI 1.8 Lts. DOHC Coupe 2P. T/A Motor Otto,1800,1134,197
Suzuki,Celerio 1.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1000,1474,148
Suzuki,Celerio 1.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1000,1474,129
Mini,Cooper 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1644,136
Mini,Cooper 1.6 Lts. DOHC Cabrio 2P. T/M Motor Otto,1600,1644,136
Mini,Cooper Clubman 1.6 Lts. 16v DOHC Station Wagon 5P. T/M Motor Otto,1600,1644,136
M. Benz,CLC 350 3.5 Lts. DOHC Coupe 2P. T/A Motor Otto,3500,1474,240
Mini,Cooper 1.6 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1600,1644,156
Mini,Cooper 1.6 Lts. DOHC Cabrio 2P. T/A Motor Otto,1600,1644,156
Mini,Cooper Clubman 1.6 Lts. 16v DOHC Station Wagon 5P. T/A Motor Otto,1600,1644,156
Mini,Cooper S 1.6 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1600,1644,149
Mini,Cooper S 1.6 Lts. DOHC Cabrio 2P. T/A Motor Otto,1600,1644,149
Mini,Cooper S Clubman 1.6 Lts. 16v DOHC Station Wagon 5P. T/A Motor Otto,1600,1644,149
Mini,Cooper S Roadster 1.6 Lts. 16v DOHC Cabriolet 2P. T/A Motor Otto,1600,1644,149
Volvo,S60 T6 AWD 3.0 Lts. DOHC Sedan 4P. 4x4 T/A Motor Otto,3000,1474,237
Ssangyong,Kyron M200 XDI 2.0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/A (6 Veloc.) Motor Diesel,2000,1588,245
Audi,A8 4.2 Lts. DOHC FSI Sedan 4P. Quattro T/A Motor CDR Otto,4200,1474,224
Ford,Mustang 5.0 Lts. DOHC Coupe 2P. T/A Motor Otto,5000,1814,269
Fiat,Grande Punto Active 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1247,149
Fiat,Grande Punto Active 1.4 Lts. SOHC Hatch Back 3P. T/M Motor Otto,1400,1247,149
Fiat,Grande Punto Active Duallogic 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1247,144
Peugeot,RCZ 1.6 Lts. DOHC Coupe 2P. T/M Motor Otto,1600,1474,163
Peugeot,RCZ Premier 1.6 Lts. DOHC Coupe 2P. T/M Motor Otto,1600,1474,163
Subaru,Impreza WRX 2.5 Lts. 4D Turbo DOHC Sedan 4P. AWD T/M Motor Otto,2500,1588,247
Subaru,Impreza WRX 2.5 Lts. 5D Turbo DOHC Wagon 5P. AWD T/M Motor Otto,2500,1588,247
Subaru,Impreza 2.5 Lts. T WRX STI DOHC Sedan 4P. AWD T/M Motor Otto,2500,1247,243
Subaru,Impreza 2.5 Lts. T WRX STI DOHC Wagon 5P. AWD T/M Motor Otto,2500,1247,243
Volkswagen,Tiguan 2.0 Lts. T-TSI 4Motion DOHC Station Wagon 5P. 4x4 T/A Motor CCZC Otto,2000,1474,199
M. Benz,E 220 CDI 2.1 Lts. DOHC Sedan 4P. T/A Motor Diesel,2100,1134,142
Volkswagen,Golf A6 1.6 Lts. SOHC Hatch Back 5P. T/A Motor BSE Otto,1600,1247,184
Volkswagen,Golf A6 1.6 Lts. SOHC Hatch Back 3P. T/A Motor BSE Otto,1600,1247,184
Toyota,Corolla 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1134,168
BMW,ActiveHybrid 7 4.4 Lts. DOHC Sedan 4P. T/A. Vehículo Eléctrico Híbrido,4400,1474,219
Ford,Fiesta 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1247,161
Ford,Fiesta 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1247,161
Toyota,Corolla 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1134,168
Mitsubishi,ASX 2.0 Lts. DOHC 16v Mivec Station Wagon 5P. 4x4 T/A Motor Otto,2000,1474,192
Mitsubishi,ASX 2.0 Lts. DOHC 16v Mivec Station Wagon 5P. 4x2 T/A Motor Otto,2000,1474,185
Mitsubishi,ASX 2.0 Lts. DOHC 16v Mivec Station Wagon 5P. 4x4 T/M Motor Otto,2000,1474,186
Mitsubishi,ASX 2.0 Lts. DOHC 16v Mivec Station Wagon 5P. 4x2 T/M Motor Otto,2000,1474,181
Kia,Optima 2.0 Lts. DOHC Sedan 4P. T/M Motor Otto,2000,1814,195
Fiat,Uno Way 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1474,174
Fiat,Uno Atractive 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1474,174
Fiat,Uno Way 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1474,174
Jac,B15 1.5 Lts. SOHC Sedan 4P. T/M Motor Otto,1500,1474,194
Volkswagen,Golf A6 1.6 Lts. SOHC Hatch Back 5P. T/M Motor BSE Otto,1600,1247,184
Volkswagen,Golf A6 1.6 Lts. SOHC Hatch Back 3P. T/M Motor BSE Otto,1600,1247,184
Citroen,DS3 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1134,155
Jac,Rein 2.0 Lts. DOHC Station Wagon Tipo Jeep 5P. 4x2 T/M Motor Otto,2000,1474,229
Jac,Rein 2.0 Lts. DOHC Station Wagon Tipo Jeep 5P. 4x4 T/M Motor Otto,2000,1474,229
Nissan,370 Z (Z34) 3.7 Lts. V6 DOHC Coupé 3P. T/A Motor Otto,3700,1701,184
Suzuki,APV 1.6 Lts. SOHC Van 5P. T/M Motor Otto,1600,1474,200
M. Benz,GLK 220 CDI 4Matic 2.1 DOHC Station Wagon 5P. 4x4 T/A Motor Diesel,2100,1247,177
Peugeot,308 Gti 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1701,164
Audi,TTRS 2.5 Lts. T-FSI Quattro DOHC Coupé 3P. 4x4 T/M Motor CEPA Otto,2500,1474,214
Audi,TT 2.0 Lts. T-FSI DOHC Coupé 3P. T/A Motor CESA Otto,2000,1474,166
Audi,TT Roadster 2.0 Lts. T-FSI DOHC Convertible 2P. T/A Motor CESA Otto,2000,1474,168
Geely,LC 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1588,182
Renault,Symbol 1.6 Lts. 16v DOHC Sedan 4P. T/M Motor Otto,1600,1474,174
Audi,A3 1.2 Lts. T-FSI DOHC Hatch Back 3P. T/A Motor CBZB Otto,1200,1474,125
Audi,A3 1.2 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CBZB Otto,1200,1474,125
Audi,A3 1.2 Lts. T-FSI DOHC Hatch Back 3P. T/M Motor CBZB Otto,1200,1474,131
Audi,A3 1.2 Lts. T-FSI DOHC Hatch Back 5P. T/M Motor CBZB Otto,1200,1474,129
Toyota,Zelas 2.5 Lts. DOHC Hatch Back 3P. T/M Motor Otto,2500,1247,196
Geely,EC 718 1.8 Lts. DOHC Sedan 4P. T/M Motor Otto,1800,1134,200
Geely,EC 718 1.8 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1800,1134,200
Ford,Edge 3.5 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,3500,1134,251
Nissan,Teana 2.5 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,2500,1474,240
Mini,Countryman (ZB31) 1.6 Lts. DOHC Station Wagon 5P. 2WD T/M Motor Otto,1600,1134,152
Mini,Paceman Cooper 1.6 Lts. DOHC Coupe 2P. 2WD T/M Motor Otto,1600,1474,152
Kia,Optima 2.4 Lts. DOHC Sedan 4P. T/A Motor Otto,2400,1814,215
Nissan,Teana 3.5 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,3500,1474,259
Nissan,Murano (Z51) 3.5 Lts. V6 DOHC Station Wagon 5P. AWD T/A Motor Otto,3500,1814,263
Kia,Optima 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1814,201
M. Benz,E 350 3.0 Lts. CDI DOHC Sedan 4P. T/A Motor Diesel,3000,1134,195
Volvo,XC60 T6 3.0 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,3000,1701,249
Volvo,XC70 3.2 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,3200,1701,234
Mini,John Cooper Works 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1588,219
Mini,John Cooper Works 1.6 Lts. DOHC Cabrio 2P. T/M Motor Otto,1600,1588,219
Mini,John Cooper Works 1.6 Lts. DOHC Station Wagon 5P. T/M Motor Otto,1600,1588,219
Mini,John Cooper Works (SX51) 1.6 Lts. DOHC Coupe 3P. T/M Motor Otto,1600,1588,219
Mini,John Cooper Works Roadster 1.6 Lts. DOHC Convertible 2P. T/M Motor Otto,1600,1588,219
M. Benz,CL 500 CGI 4.7 Lts. V8 DOHC Coupe 2P. T/A Motor Otto,4700,1474,267
Daihatsu,Terios 1.5 Lts. DOHC Station Wagon 5P. 4WD T/A Motor Otto,1500,1474,179
Daihatsu,Terios 1.5 Lts. DOHC Station Wagon 5P. 4x2 T/A Motor Otto,1500,1474,179
Daihatsu,Terios 1.5 Lts. DOHC Station Wagon 5P. 4WD T/M Motor Otto,1500,1474,173
Daihatsu,Terios 1.5 Lts. DOHC Station Wagon 5P. 4x2 T/M Motor Otto,1500,1474,173
Toyota,Zelas 2.5 Lts. DOHC Hatch Back 3P. T/A Motor Otto,2500,1247,205
Mini,Countryman Cooper S 1.6 Lts. DOHC Station Wagon 5P. AWD T/M Motor Otto,1600,1134,157
Mini,Countryman Cooper S 1.6 Lts. DOHC Station Wagon 5P. 2WD T/M Motor Otto,1600,1134,143
Mini,Cooper S (SX31) 1.6 Lts. DOHC Coupe 3P. 2WD T/M Motor Otto,1600,1644,136
Mini,Pacman Cooper S 1.6 Lts. ALL 4 DOHC Coupe 2P. 4x4 T/M Motor Otto,1600,1474,157
Mini,Pacman Cooper S 1.6 Lts. DOHC Coupe 2P. 4x2 T/M Motor Otto,1600,1474,143
Geely,CK 1.3 Lts. DOHC Sedan 4P. T/M Motor Otto,1300,1474,185
Mini,Countryman Cooper S (ZC51) 1.6 Lts. DOHC Station Wagon 5P. 4WD T/A Motor Otto,1600,1134,180
Mini,Countryman Cooper S (ZC51) 1.6 Lts. DOHC Station Wagon 5P. 2WD T/A Motor Otto,1600,1134,166
Mini,Paceman Cooper S All 4 1.6 Lts. DOHC Coupé 2P 4x4 T/A Motor Otto,1600,1474,254
Mini,Paceman Cooper S All 4 1.6 Lts. DOHC Coupé 2P 4x2 T/A Motor Otto,1600,1474,254
Mazda,Mazda5 2.0 Lts. DOHC Wagon 5P. T/M Motor Otto,2000,1814,198
Mazda,Mazda5 2.0 Lts. DOHC Wagon 5P. T/A Motor Otto,2000,1814,194
Renault,Megane III RS 2.0 Lts. DOHC Coupe 3P. T/M Motor Otto,2000,1814,201
Renault,Megane III RS Trophy 2.0 Lts. DOHC Coupe 3P. T/M Motor Otto,2000,1814,212
R. Samsung,SM3 1.6 Lts. 16v DOHC Sedan 4P. T/M Motor Otto,1600,1474,165
Haima,3 GLS 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1701,189
Haima,3 GLS 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1701,189
Ssangyong,Korando 2.0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x4 T/M Motor Diesel,2000,1588,174
Ssangyong,Korando 2.0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/M Motor Diesel,2000,1588,174
Zotye,Hunter 1.5 Lts. ABS SOHC Station Wagon 5P. T/M Motor Otto,1500,1247,193
Geely,CK 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1474,182
Great Wall,Florid 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1247,165
Great Wall,Florid Cross 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1247,165
Subaru,Forester 2.0 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,2000,1247,193
Subaru,Forester 2.0 Lts. DOHC Station Wagon 5P. AWD T/M Motor Otto,2000,1247,192
Mini,Countryman Cooper 1.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,1600,1134,177
Mini,Paceman Cooper 1.6 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1600,1474,177
Lifan,620 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1701,200
Lexus,RX450h 3.5 Lts. Híbrido DOHC Station Wagon 5P. T/A. Vehículo Eléctrico Híbrido,3500,1474,146
Volvo,V60 T6 3.0 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,3000,1474,237
R. Samsung,SM3 1.6 Lts. 16v DOHC Sedan 4P. T/A Motor Otto,1600,1474,177
Alfa Romeo,Brera 1.8 Lts. 16v DOHC Hatch Back 3P. T/M Motor Otto,1800,1474,192
Alfa Romeo,Spider 1.8 Lts. TBI 16v DOHC Coupe 2P. T/M Motor Otto,1800,1474,192
Aston Martin,Vantage 4.7 V8 DOHC Hatch Back 2P. T/A Motor Otto,4700,1474,299
Aston Martin,Vantage 4.7 V8 DOHC Coupe 2P. T/A Motor Otto,4700,1474,299
Aston Martin,Vantage 4.7 V8 DOHC Roadster 2P. T/A Motor Otto,4700,1474,299
Aston Martin,Vantage S 4.7 V8 DOHC Coupe 2P. T/A Motor Otto,4700,1474,299
Aston Martin,Vantage S 4.7 V8 DOHC Roadster 2P. T/A Motor Otto,4700,1474,299
Audi,RS5 4.2 Lts. FSI DOHC Coupe 2P. T/A 4x4 Motor Otto,4200,1474,255
Audi,RS5 Cabrio 4.2 Lts. FSI DOHC Cabriolet 2P. T/A 4x4 Motor Otto,4200,1474,255
R. Samsung,SM7 3.5 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,3500,1474,257
R. Samsung,SM7 2.3 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,2300,1474,244
Renault,Sandero 1.6 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1600,1474,170
Alfa Romeo,Giuletta 1.4 Lts. 16v SOHC Hatch Back 5P. T/M Motor Otto,1400,1247,139
Peugeot,3008 Premium 1.6 Lts. Hdi SOHC Station Wagon Tipo SUV 5P. T/M Motor Diesel,1600,1701,140
Peugeot,3008 Active 1.6 Lts. e-Hdi 110hp SOHC Station Wagon Tipo SUV 5P. T/M Motor Diesel,1600,1701,140
Volvo,C30 T5 2.5 Lts. DOHC Hatch Back 3P. T/A Motor Otto,2500,1474,227
Audi,A1 1.4 Lts. T-FSI DOHC Hatch Back 3P. T/A Motor CAXA Otto,1400,1701,125
Audi,A1 1.4 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CAXA Otto,1400,1701,125
Jac,Rein 2.4 Lts. DOHC Station Wagon Tipo Jeep 5P. 4WD T/M Motor Otto,2400,1474,288
Jac,Rein 2.4 Lts. DOHC Station Wagon Tipo Jeep 5P. 4x2 T/M Motor Otto,2400,1474,288
Alfa Romeo,159 TBI 1.7 Lts. DOHC Sedan 4P. T/M Motor Otto,1700,1814,192
Audi,R8 4.2 Lts. DOHC FSI Quattro Coupe 2P. T/A 4x4 Motor Otto,4200,1474,310
Audi,R8 4.2 Lts. DOHC FSI Quattro Convertible 2P. T/A 4x4 Motor Otto,4200,1474,315
Volkswagen,Tiguan 2.0 Lts. TDI DOHC Station Wagon 4x2 5P. T/M Motor CFF Diesel,2000,1474,145
Ferrari,458 Italia 4.5 Lts. V8 DOHC Coupe 2P. T/DCM Motor Otto,4500,1701,307
Ferrari,458 Spider 4.5 Lts. V8 DOHC Convertible 2P. T/DCM Motor Otto,4500,1701,307
Ferrari,458 Speciale 4.5 Lts. V8 DOHC Coupe 2P. T/DTC Motor Otto,4500,1701,307
Peugeot,207 Compact (X Line) 1.4 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1400,1701,144
Citroen,C3 Picasso 1.4 Lts. SOHC Station 5P. T/M Motor Otto,1400,1474,151
Mazda,CX-7 2.3 Lts. DOHC Turbo Wagon 5P. 4x4 T/A Motor Otto,2300,1134,273
Zotye,Hunter 1.3 Lts. ABS SOHC Station Wagon 5P. T/M Motor Otto,1300,1247,176
Aston Martin,DB9 5.9 Coupe 2P. T/A Motor Otto,5900,1134,333
Aston Martin,DB9 Volante 5.9 Convertible 2P. T/A Motor Otto,5900,1134,333
Mazda,CX-7 2.5 Lts. DOHC Wagon 5P. T/A Motor Otto,2500,1134,218
Lexus,CT200h 1.8 Lts. Híbrido DOHC Hatch Back 5P. T/A. Vehículo Eléctrico Híbrido,1800,1134,90
Nissan,Tiida (C11) 1.6 Lts. DOHC Hatch Back 5P T/M Motor Otto,1600,1474,163
Nissan,Tiida (C11) 1.6 Lts. DOHC Sedan 4P T/M Motor Otto,1600,1474,163
Chery,Fulwin 1.5 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1500,1247,181
Nissan,Tiida (C11) 1.6 Lts. DOHC Hatch Back 5P T/A Motor Otto,1600,1474,178
Nissan,Tiida (C11) 1.6 Lts. DOHC Sedan 4P T/A Motor Otto,1600,1474,178
Volvo,V60 2.0 Lts. T-DOHC Station Wagon 5P. T/A Motor Otto,2000,1474,206
Ssangyong,Korando 2.0 Lts. DOHC 16v Station Wagon (Tipo Jeep) 5P. 4x4 T/A Motor Diesel,2000,1588,200
Ssangyong,Korando 2.0 Lts. DOHC 16v Station Wagon (Tipo Jeep) 5P. 4x2 T/A Motor Diesel,2000,1588,200
Chery,Beat 1.3 Lts. DOHC Station Wagon 5P. T/M Motor Otto,1300,1474,155
Skoda,Fabia 1.6 Lts. DOHC Hatch Back 5P. T/M Motor CFNA Otto,1600,1247,168
Suzuki,Alto 0.8 Lts. SOHC Hatch Back 5P. T/M motor Otto,800,1474,132
Geely,MK 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1814,161
Geely,MKRsi 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1814,161
Kia,Soul 1.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,1600,1474,175
Mazda,MX-5 2.0 Lts. DOHC Coupe Deportivo 2P. T/M Motor Otto,2000,1814,202
Kia,Cadenza 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1247,233
Chevrolet,Captiva 2.4 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Otto,2400,1247,226
Chevrolet,Captiva 2.4 Lts. DOHC Station Wagon 5P. 4x2 T/M Motor Otto,2400,1247,226
Peugeot,508 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1701,158
Volvo,C30 T5 2.5 Lts. DOHC Turbo Hatch Back 3P. T/M Motor Otto,2500,1474,223
Chevrolet,Captiva 2.4 Lts. DOHC Station Wagon 5P. AWD T/A Motor Otto,2400,1247,293
Chevrolet,Captiva 2.4 Lts. DOHC Station Wagon 5P. FWD T/A Motor Otto,2400,1247,293
Lifan,320 1.3 Lts. Hatch Back 5P. T/M Motor Otto,1300,1701,168
Volkswagen,Vento 2.0 Lts. SOHC Sedan 4P. T/A Motor CBP Otto,2000,1474,205
Volkswagen,Vento 2.0 Lts. SOHC Sedan 4P. T/M Motor CBP Otto,2000,1474,193
Volkswagen,Tiguan 2.0 Lts. TDI DOHC Station Wagon 5P. T/A 4x4 Motor Diesel,2000,1474,175
Audi,A1 1.2 Lts. T-FSI SOHC Hatch Back 3P. T/M Motor CBZA Otto,1200,1701,120
Audi,A1 1.2 Lts. T-FSI SOHC Hatch Back 5P. T/M Motor CBZA Otto,1200,1701,120
M. Benz,CL 63 AMG 5.5 Lts. DOHC Coupe 2P. T/A Motor Otto,5500,1474,254
Alfa Romeo,Mito 1.4 Lts. Quadrifoglio SOHC Hatch Back 3P. T/M Motor Otto,1400,1814,141
Nissan,Sentra 2.0 Lts. DOHC Sedan 4P. T/M Motor Otto,2000,1474,203
Citroen,C3 1.6 Lts. HDI SOHC Hatch Back 5P. T/M Motor Diesel,1600,1474,98
Suzuki,Swift 1.4 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1400,1474,152
Suzuki,Swift 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1474,135
Hyundai,Elantra MD 1.8 Lts. DOHC Sedan 4P. T/A Motor Otto,1800,1134,179
Hyundai,Elantra JK GLS 1.8 Lts. DOHC Coupe 2P. T/A Motor Otto,1800,1134,179
Hyundai,Elantra MD FL 1.8 Lts. DOHC Sedan 4P. T/A Motor Otto,1800,1134,179
Kia,Morning 1.2 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1200,1814,119
Kia,Morning 1.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1000,1814,132
M. Benz,S63 AMG 5.5 Lts. DOHC Sedan 4P. T/A Motor Otto,5500,1474,254
Hyundai,Accent RB 1.4 Lts. DOHC Sedan 4P. T/M Motor Otto,1400,1474,137
Hyundai,Accent RB 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1474,137
Hyundai,Accent RB 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1474,151
Hyundai,Accent RB 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,151
Hyundai,Accent RB 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1474,139
Hyundai,Accent RB 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,139
Aston Martin,Rapide 5.9 DOHC Hatch Back 4P. T/A Motor Otto,5900,1474,332
Aston Martin,Rapide 5.9 DOHC Hatch Back 2P. T/A Motor Otto,5900,1474,332
Aston Martin,Rapide S 5.9 DOHC Hatch Back 4P. T/A Motor Otto,5900,1474,332
Hyundai,i10 PA F/L 1.1 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1100,1247,121
Hyundai,Elantra MD 1.8 Lts. DOHC Sedan 4P. T/M Motor Otto,1800,1134,155
Hyundai,Elantra JK 1.8 Lts. DOHC Coupe 2P. T/M Motor Otto,1800,1134,155
Chevrolet,Orlando 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2000,1814,188
