id,fecha_inicio,mes_reclamo,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg
24173,2023-04-05 10:51:15,4,2023-04-05 10:54:00,7,7,6,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24174,2023-04-05 10:53:04,4,2023-04-05 10:54:36,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
24176,2023-04-05 11:06:13,4,2023-04-05 11:08:18,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24178,2023-04-05 11:28:08,4,2023-04-05 11:30:23,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24184,2023-04-05 12:26:16,4,2023-04-05 14:50:38,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Ríos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24187,2023-04-05 12:47:19,4,2023-04-05 12:50:15,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,2,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24188,2023-04-05 13:13:09,4,2023-04-05 13:23:16,7,6,2,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,10,6,Masculino.,Región del Biobío.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
24190,2023-04-05 13:45:02,4,2023-04-05 13:48:06,4,2,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,3,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24191,2023-04-05 14:37:42,4,2023-04-05 14:49:14,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,4,4,10,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
24195,2023-04-05 15:46:26,4,2023-04-05 15:50:28,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24197,2023-04-05 16:03:52,4,2023-04-05 16:05:43,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
24198,2023-04-05 16:05:08,4,2023-04-05 16:10:13,7,7,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24199,2023-04-05 16:05:12,4,2023-04-05 16:07:17,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No
24201,2023-04-05 16:30:02,4,2023-04-05 16:45:14,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24218,2023-04-05 20:13:59,4,2023-04-05 20:17:43,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $300.001 y $399.999,No,No
24221,2023-04-05 22:17:20,4,2023-04-05 22:20:11,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
24225,2023-04-06 0:27:08,4,2023-04-06 0:33:24,6,5,4,6,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,5,6,8,5,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24229,2023-04-06 9:37:47,4,2023-04-06 9:40:33,7,7,4,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
24230,2023-04-06 9:52:56,4,2023-04-06 9:54:25,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24231,2023-04-06 10:31:30,4,2023-04-06 10:44:20,4,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,5,3,Femenino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24232,2023-04-06 10:52:33,4,2023-04-06 10:53:59,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24233,2023-04-06 11:03:33,4,2023-04-06 11:06:49,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24234,2023-04-06 11:14:32,4,2023-04-06 11:16:26,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24235,2023-04-06 11:23:26,4,2023-04-06 11:29:45,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24238,2023-04-06 11:39:15,4,2023-04-06 11:46:18,4,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,3,3,3,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No
24239,2023-04-06 11:50:15,4,2023-04-06 11:56:12,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
24240,2023-04-06 11:57:39,4,2023-04-06 12:04:56,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
24241,2023-04-06 12:36:29,4,2023-04-06 12:40:23,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,6,5,1,1,Femenino.,Región de Valparaíso.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
24243,2023-04-06 12:59:39,4,2023-04-06 13:02:13,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24245,2023-04-06 13:51:32,4,2023-04-06 13:57:48,2,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,2,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24246,2023-04-06 14:34:27,4,2023-04-06 14:39:02,3,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,5,3,1,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24247,2023-04-06 14:45:07,4,2023-04-06 14:47:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Ríos.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,Sí,No
24248,2023-04-06 15:09:50,4,2023-04-06 15:15:04,6,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,6,10,6,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24249,2023-04-06 15:53:26,4,2023-04-06 15:57:57,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,Sí,No
24251,2023-04-06 16:23:23,4,2023-04-06 16:25:54,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24252,2023-04-06 17:22:27,4,2023-04-06 17:35:44,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,Sí,No
24253,2023-04-06 17:29:10,4,2023-04-06 18:14:47,5,4,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,4,6,9,5,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,Sí,No
24255,2023-04-06 18:00:30,4,2023-04-06 18:04:43,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24256,2023-04-06 18:04:07,4,2023-04-06 18:06:31,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24258,2023-04-06 18:47:35,4,2023-04-06 18:50:43,6,7,6,5,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,7,7,8,5,No binario,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24259,2023-04-06 20:24:16,4,2023-04-06 20:29:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24261,2023-04-06 22:33:00,4,2023-04-06 22:37:51,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,Sí,Sí
24262,2023-04-06 22:39:28,4,2023-04-06 22:41:30,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24264,2023-04-07 8:23:14,4,2023-04-07 8:27:22,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $300.001 y $399.999,No,No
24266,2023-04-07 9:59:09,4,2023-04-07 10:04:10,3,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,4,3,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
24268,2023-04-07 13:06:44,4,2023-04-07 13:12:21,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No
24271,2023-04-07 15:26:20,4,2023-04-07 15:29:04,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,2,2,1,Masculino.,Región de Tarapacá.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,Sí
24276,2023-04-07 21:53:17,4,2023-04-07 21:55:12,6,6,6,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
24279,2023-04-07 23:50:29,4,2023-04-07 23:53:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24281,2023-04-08 10:12:17,4,2023-04-08 10:13:47,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24282,2023-04-08 18:58:55,4,2023-04-08 19:01:48,4,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
24285,2023-04-08 20:03:07,4,2023-04-08 20:07:58,6,5,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,5,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
24289,2023-04-09 17:55:07,4,2023-04-09 18:36:05,1,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,5,5,4,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,Sí,No
24290,2023-04-09 22:51:20,4,2023-04-09 22:59:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,Sí,No
24291,2023-04-10 0:29:58,4,2023-04-10 0:35:48,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Antofagasta.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24292,2023-04-10 8:00:44,4,2023-04-10 8:03:49,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Coquimbo.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,Sí
24293,2023-04-10 8:20:20,4,2023-04-10 8:22:34,3,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,3,4,6,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24294,2023-04-10 8:35:14,4,2023-04-10 8:40:33,4,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,5,8,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,Sí,No
24298,2023-04-10 9:32:40,4,2023-04-10 9:35:34,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,2,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24299,2023-04-10 9:42:45,4,2023-04-10 9:44:08,4,1,1,2,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,2,1,No binario,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24300,2023-04-10 9:53:03,4,2023-04-10 9:57:53,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
24301,2023-04-10 10:09:25,4,2023-04-10 10:11:27,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24303,2023-04-10 10:29:19,4,2023-04-10 10:31:09,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24304,2023-04-10 10:38:39,4,2023-04-10 10:40:34,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
24305,2023-04-10 10:44:02,4,2023-04-10 10:44:46,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24309,2023-04-10 11:28:12,4,2023-04-10 11:31:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24310,2023-04-10 11:28:13,4,2023-04-10 11:34:36,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24311,2023-04-10 11:32:21,4,2023-04-10 11:35:06,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,2,5,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24313,2023-04-10 11:38:21,4,2023-04-10 11:46:05,2,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,5,4,4,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24315,2023-04-10 12:11:28,4,2023-04-10 12:13:42,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,Sí,No
24318,2023-04-10 12:53:05,4,2023-04-10 12:55:46,7,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,4,10,5,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24322,2023-04-10 14:24:00,4,2023-04-10 14:26:23,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Básica completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,Sí,No
24323,2023-04-10 14:35:53,4,2023-04-10 14:41:08,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,3,3,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,Sí,No
24325,2023-04-10 15:36:33,4,2023-04-10 15:43:58,6,6,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Entre $300.001 y $399.999,No,No
24327,2023-04-10 15:56:50,4,2023-04-10 15:58:55,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24328,2023-04-10 16:24:38,4,2023-04-10 16:26:49,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24336,2023-04-10 20:24:33,4,2023-04-10 20:26:19,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24337,2023-04-10 20:33:22,4,2023-04-10 20:34:59,4,5,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,7,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24338,2023-04-10 21:19:42,4,2023-04-10 21:22:34,1,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,4,6,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
24339,2023-04-10 21:50:32,4,2023-04-10 21:53:10,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
24340,2023-04-10 23:07:52,4,2023-04-10 23:13:03,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
24343,2023-04-11 8:02:08,4,2023-04-11 8:05:59,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24345,2023-04-11 8:23:02,4,2023-04-11 8:28:20,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24347,2023-04-11 8:41:35,4,2023-04-11 8:47:11,5,4,1,4,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,4,4,8,5,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
24349,2023-04-11 8:58:44,4,2023-04-11 9:07:19,5,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,1,1,Masculino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí
24352,2023-04-11 9:38:18,4,2023-04-11 9:41:07,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Ñuble.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24353,2023-04-11 9:54:05,4,2023-04-11 10:03:20,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,3,1,4,Masculino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,$1.100.000 o más,No,No
24354,2023-04-11 10:27:09,4,2023-04-11 10:41:20,4,2,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,3,3,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
